,name,lat,lon,date,value,deaths,recovered,category
0,Afghanistan,33.7680065,66.2385139,2020-01-22,0,0,0,Afghanistan
14964,Kosovo,42.5869578,20.9021231,2020-01-22,0,0,0,Kosovo
10062,Paraguay,-23.3165935,-58.1693445,2020-01-22,0,0,0,Paraguay
15222,Botswana,-23.1681782,24.5928742,2020-01-22,0,0,0,Botswana
9288,Nicaragua,12.6090157,-85.2936911,2020-01-22,0,0,0,Nicaragua
10406,Portugal,40.0332629,-7.8896263,2020-01-22,0,0,0,Portugal
774,Austria,47.2000338,13.199959,2020-01-22,0,0,0,Austria
5418,Guatemala,15.6356088,-89.8988087,2020-01-22,0,0,0,Guatemala
15738,Sao Tome and Principe,0.8875498,6.9648718,2020-01-22,0,0,0,Sao Tome and Principe
172,Algeria,28.0000272,2.9999825,2020-01-22,0,0,0,Algeria
3268,Croatia,45.5643442,17.0118954,2020-01-22,0,0,0,Croatia
4386,Estonia,58.7523778,25.3319078,2020-01-22,0,0,0,Estonia
9632,Norway,64.5731537,11.52803643954819,2020-01-22,0,0,0,Norway
1720,Bosnia and Herzegovina,44.3053476,17.5961467,2020-01-22,0,0,0,Bosnia and Herzegovina
6192,Indonesia,-2.4833826,117.8902853,2020-01-22,0,0,0,Indonesia
11438,Singapore,1.357107,103.8194992,2020-01-22,0,0,0,Singapore
12298,Switzerland,46.7985624,8.2319736,2020-01-22,0,0,0,Switzerland
14190,Syria,34.6401861,39.0494106,2020-01-22,0,0,0,Syria
2494,Central African Republic,7.0323598,19.9981227,2020-01-22,0,0,0,Central African Republic
13416,US,39.7837304,-100.4458825,2020-01-22,1,0,0,US
688,Australia,-24.7761086,134.755,2020-01-22,0,0,0,Australia
3784,Djibouti,11.8145966,42.8453061,2020-01-22,0,0,0,Djibouti
12040,Sudan,14.5844444,29.4917691,2020-01-22,0,0,0,Sudan
8256,Mauritania,20.2540382,-9.2399263,2020-01-22,0,0,0,Mauritania
7482,Lebanon,33.8750629,35.843409,2020-01-22,0,0,0,Lebanon
3182,Cote d'Ivoire,7.9897371,-5.5679458,2020-01-22,0,0,0,Cote d'Ivoire
3010,Congo (Kinshasa),-2.9814344,23.8222636,2020-01-22,0,0,0,Congo (Kinshasa)
15480,Malawi,-13.2687204,33.9301963,2020-01-22,0,0,0,Malawi
1376,Belgium,50.6402809,4.6667145,2020-01-22,0,0,0,Belgium
11180,Senegal,14.4750607,-14.4529612,2020-01-22,0,0,0,Senegal
8342,Mauritius,-20.2759451,57.5703566,2020-01-22,0,0,0,Mauritius
7396,Latvia,56.8406494,24.7537645,2020-01-22,0,0,0,Latvia
14104,Mozambique,-19.302233,34.9144977,2020-01-22,0,0,0,Mozambique
4644,Fiji,-18.1239696,179.0122737,2020-01-22,0,0,0,Fiji
8686,Mongolia,46.8250388,103.8499736,2020-01-22,0,0,0,Mongolia
6794,Japan,36.5748441,139.2394179,2020-01-22,2,0,0,Japan
12728,Trinidad and Tobago,10.8677845,-60.9821067,2020-01-22,0,0,0,Trinidad and Tobago
7740,Lithuania,55.3500003,23.7499997,2020-01-22,0,0,0,Lithuania
7998,Malaysia,4.5693754,102.2656823,2020-01-22,0,0,0,Malaysia
12384,Taiwan*,23.9739374,120.9820179,2020-01-22,1,0,0,Taiwan*
430,Antigua and Barbuda,17.2234721,-61.9554608,2020-01-22,0,0,0,Antigua and Barbuda
2580,Chad,15.6134137,19.0156172,2020-01-22,0,0,0,Chad
13760,Zambia,-14.5186239,27.5599164,2020-01-22,0,0,0,Zambia
6536,Israel,31.5313113,34.8667654,2020-01-22,0,0,0,Israel
6966,Kazakhstan,47.2286086,65.2093197,2020-01-22,0,0,0,Kazakhstan
13330,Uruguay,-32.8755548,-56.0201525,2020-01-22,0,0,0,Uruguay
9460,Nigeria,9.6000359,7.9999721,2020-01-22,0,0,0,Nigeria
2150,Cabo Verde,16.0000552,-24.0083947,2020-01-22,0,0,0,Cabo Verde
3526,Cyprus,34.9823018,33.1451285,2020-01-22,0,0,0,Cyprus
11696,Somalia,8.3676771,49.083416,2020-01-22,0,0,0,Somalia
4128,El Salvador,13.8000382,-88.9140683,2020-01-22,0,0,0,El Salvador
5074,Georgia,32.3293809,-83.1137366,2020-01-22,0,0,0,Georgia
10750,Rwanda,-1.9646631,30.0644358,2020-01-22,0,0,0,Rwanda
14534,Libya,26.8234472,18.1236723,2020-01-22,0,0,0,Libya
946,Bahamas,24.7736546,-78.0000547,2020-01-22,0,0,0,Bahamas
15136,MS Zaandam,52.4387696,4.8185293,2020-01-22,0,0,0,MS Zaandam
14448,Laos,20.0171109,103.378253,2020-01-22,0,0,0,Laos
13502,Uzbekistan,41.32373,63.9528098,2020-01-22,0,0,0,Uzbekistan
14276,Timor-Leste,-8.5151979,125.8375756,2020-01-22,0,0,0,Timor-Leste
14362,Belize,16.8259793,-88.7600927,2020-01-22,0,0,0,Belize
4300,Eritrea,15.9500319,37.9999668,2020-01-22,0,0,0,Eritrea
11524,Slovakia,48.7411522,19.4528646,2020-01-22,0,0,0,Slovakia
15652,Western Sahara,24.1797324,-13.7667848,2020-01-22,0,0,0,Western Sahara
12212,Sweden,59.6749712,14.5208584,2020-01-22,0,0,0,Sweden
4730,Finland,63.2467777,25.9209164,2020-01-22,0,0,0,Finland
258,Andorra,42.5407167,1.5732033,2020-01-22,0,0,0,Andorra
6364,Iraq,33.0955793,44.1749775,2020-01-22,0,0,0,Iraq
10836,Saint Lucia,13.8250489,-60.975036,2020-01-22,0,0,0,Saint Lucia
2408,Canada,61.0666922,-107.9917071,2020-01-22,0,0,0,Canada
1548,Bhutan,27.549511,90.5119273,2020-01-22,0,0,0,Bhutan
4988,Gambia,13.470062,-15.4900464,2020-01-22,0,0,0,Gambia
2322,Cameroon,4.6125522,13.1535811,2020-01-22,0,0,0,Cameroon
11094,Saudi Arabia,25.6242618,42.3528328,2020-01-22,0,0,0,Saudi Arabia
8170,Malta,35.8885993,14.4476911,2020-01-22,0,0,0,Malta
7568,Liberia,5.7499721,-9.3658524,2020-01-22,0,0,0,Liberia
3698,Denmark,55.670249,10.3333283,2020-01-22,0,0,0,Denmark
12126,Suriname,4.1413025,-56.0771187,2020-01-22,0,0,0,Suriname
6880,Jordan,31.1667049,36.941628,2020-01-22,0,0,0,Jordan
10234,Philippines,12.7503486,122.7312101,2020-01-22,0,0,0,Philippines
7138,"Korea, South",35.7724185,127.79654346305617,2020-01-22,1,0,0,"Korea, South"
5590,Guyana,4.8417097,-58.6416891,2020-01-22,0,0,0,Guyana
13588,Venezuela,8.0018709,-66.1109318,2020-01-22,0,0,0,Venezuela
6278,Iran,32.6475314,54.5643516,2020-01-22,0,0,0,Iran
1634,Bolivia,-17.0568696,-64.9912286,2020-01-22,0,0,0,Bolivia
12642,Togo,8.7800265,1.0199765,2020-01-22,0,0,0,Togo
13674,Vietnam,13.2904027,108.4265113,2020-01-22,0,0,0,Vietnam
8944,Namibia,-23.2335499,17.3231107,2020-01-22,0,0,0,Namibia
6450,Ireland,52.865196,-7.9794599,2020-01-22,0,0,0,Ireland
2236,Cambodia,13.5066394,104.869423,2020-01-22,0,0,0,Cambodia
1462,Benin,9.5293472,2.2584408,2020-01-22,0,0,0,Benin
1032,Bahrain,26.1551249,50.5344606,2020-01-22,0,0,0,Bahrain
12900,Turkey,38.9597594,34.9249653,2020-01-22,0,0,0,Turkey
12986,Uganda,1.5333554,32.2166578,2020-01-22,0,0,0,Uganda
7654,Liechtenstein,47.1416307,9.5531527,2020-01-22,0,0,0,Liechtenstein
8084,Maldives,4.7064352,73.3287853,2020-01-22,0,0,0,Maldives
2924,Congo (Brazzaville),-0.7264327,15.6419155,2020-01-22,0,0,0,Congo (Brazzaville)
3612,Czechia,49.8167003,15.4749544,2020-01-22,0,0,0,Czechia
9546,North Macedonia,41.6171214,21.7168387,2020-01-22,0,0,0,North Macedonia
10320,Poland,52.215933,19.134422,2020-01-22,0,0,0,Poland
5676,Haiti,19.1399952,-72.3570972,2020-01-22,0,0,0,Haiti
10148,Peru,-6.8699697,-75.0458515,2020-01-22,0,0,0,Peru
5504,Guinea,10.7226226,-10.7083587,2020-01-22,0,0,0,Guinea
9374,Niger,17.7356214,9.3238432,2020-01-22,0,0,0,Niger
344,Angola,-11.8775768,17.5691241,2020-01-22,0,0,0,Angola
11610,Slovenia,45.8133113,14.4808369,2020-01-22,0,0,0,Slovenia
4214,Equatorial Guinea,1.613172,10.5170357,2020-01-22,0,0,0,Equatorial Guinea
14878,Saint Kitts and Nevis,17.250512,-62.6725973,2020-01-22,0,0,0,Saint Kitts and Nevis
8600,Monaco,43.7323492,7.4276832,2020-01-22,0,0,0,Monaco
8858,Morocco,31.1728205,-7.3362482,2020-01-22,0,0,0,Morocco
15566,South Sudan,7.8699431,29.6667897,2020-01-22,0,0,0,South Sudan
6106,India,22.3511148,78.6677428,2020-01-22,0,0,0,India
5332,Greece,38.9953683,21.9877132,2020-01-22,0,0,0,Greece
5762,Holy See,38.9247244,-77.06572732690151,2020-01-22,0,0,0,Holy See
14018,Grenada,12.1360374,-61.6904045,2020-01-22,0,0,0,Grenada
14620,West Bank and Gaza,31.4331663,34.3779285,2020-01-22,0,0,0,West Bank and Gaza
7826,Luxembourg,49.8158683,6.1296751,2020-01-22,0,0,0,Luxembourg
5848,Honduras,15.2572432,-86.0755145,2020-01-22,0,0,0,Honduras
11868,Spain,39.3262345,-4.8380649,2020-01-22,0,0,0,Spain
2064,Burkina Faso,12.0753083,-1.6880314,2020-01-22,0,0,0,Burkina Faso
3956,Ecuador,-1.3397668,-79.3666965,2020-01-22,0,0,0,Ecuador
516,Argentina,-34.9964963,-64.9672817,2020-01-22,0,0,0,Argentina
11008,San Marino,43.9458623,12.458306,2020-01-22,0,0,0,San Marino
9030,Nepal,28.1083929,84.0917139,2020-01-22,0,0,0,Nepal
6622,Italy,42.6384261,12.674297,2020-01-22,0,0,0,Italy
14706,Guinea-Bissau,12.100035,-14.9000214,2020-01-22,0,0,0,Guinea-Bissau
860,Azerbaijan,40.3936294,47.7872508,2020-01-22,0,0,0,Azerbaijan
1204,Barbados,13.1500331,-59.5250305,2020-01-22,0,0,0,Barbados
15824,Yemen,16.3471243,47.8915271,2020-01-22,0,0,0,Yemen
6020,Iceland,64.9841821,-18.1059013,2020-01-22,0,0,0,Iceland
2752,China,35.000074,104.999927,2020-01-22,548,17,28,China
4816,France,46.603354,1.8883335,2020-01-22,0,0,0,France
12470,Tanzania,-6.5247123,35.7878438,2020-01-22,0,0,0,Tanzania
13158,United Arab Emirates,24.0002488,53.9994829,2020-01-22,0,0,0,United Arab Emirates
4558,Ethiopia,10.2116702,38.6521203,2020-01-22,0,0,0,Ethiopia
8428,Mexico,19.4326296,-99.1331785,2020-01-22,0,0,0,Mexico
11782,South Africa,-28.8166236,24.991639,2020-01-22,0,0,0,South Africa
4042,Egypt,26.2540493,29.2675469,2020-01-22,0,0,0,Egypt
11266,Serbia,44.024322850000004,21.07657433209902,2020-01-22,0,0,0,Serbia
1118,Bangladesh,24.4768783,90.2932426,2020-01-22,0,0,0,Bangladesh
1978,Bulgaria,42.6073975,25.4856617,2020-01-22,0,0,0,Bulgaria
10578,Romania,45.9852129,24.6859225,2020-01-22,0,0,0,Romania
13072,Ukraine,49.4871968,31.2718321,2020-01-22,0,0,0,Ukraine
10492,Qatar,25.3336984,51.2295295,2020-01-22,0,0,0,Qatar
8772,Montenegro,42.9868853,19.5180992,2020-01-22,0,0,0,Montenegro
3440,Cuba,23.0131338,-80.8328748,2020-01-22,0,0,0,Cuba
9804,Pakistan,30.3308401,71.247499,2020-01-22,0,0,0,Pakistan
2838,Colombia,2.8894434,-73.783892,2020-01-22,0,0,0,Colombia
7052,Kenya,1.4419683,38.4313975,2020-01-22,0,0,0,Kenya
13846,Zimbabwe,-18.4554963,29.7468414,2020-01-22,0,0,0,Zimbabwe
5934,Hungary,47.1817585,19.5060937,2020-01-22,0,0,0,Hungary
3354,Diamond Princess,53.8953584,27.5554078,2020-01-22,0,0,0,Diamond Princess
5246,Ghana,8.0300284,-1.0800271,2020-01-22,0,0,0,Ghana
86,Albania,41.000028,19.9999619,2020-01-22,0,0,0,Albania
8514,Moldova,47.2879608,28.5670941,2020-01-22,0,0,0,Moldova
4902,Gabon,-0.8999695,11.6899699,2020-01-22,0,0,0,Gabon
5160,Germany,51.0834196,10.4234469,2020-01-22,0,0,0,Germany
15050,Burma,17.1750495,95.9999652,2020-01-22,0,0,0,Burma
12814,Tunisia,33.8439408,9.400138,2020-01-22,0,0,0,Tunisia
9116,Netherlands,52.5001698,5.7480821,2020-01-22,0,0,0,Netherlands
10922,Saint Vincent and the Grenadines,12.90447,-61.2765569,2020-01-22,0,0,0,Saint Vincent and the Grenadines
3870,Dominican Republic,19.0974031,-70.3028026,2020-01-22,0,0,0,Dominican Republic
4472,Eswatini,-26.5624806,31.3991317,2020-01-22,0,0,0,Eswatini
11352,Seychelles,-4.6574977,55.4540146,2020-01-22,0,0,0,Seychelles
602,Armenia,40.7696272,44.6736646,2020-01-22,0,0,0,Armenia
7912,Madagascar,-18.9249604,46.4416422,2020-01-22,0,0,0,Madagascar
7310,Kyrgyzstan,41.5089324,74.724091,2020-01-22,0,0,0,Kyrgyzstan
1806,Brazil,-10.3333333,-53.2,2020-01-22,0,0,0,Brazil
11954,Sri Lanka,7.5554942,80.7137847,2020-01-22,0,0,0,Sri Lanka
2666,Chile,-31.7613365,-71.3187697,2020-01-22,0,0,0,Chile
9890,Panama,8.559559,-81.1308434,2020-01-22,0,0,0,Panama
1892,Brunei,4.4137155,114.5653908,2020-01-22,0,0,0,Brunei
10664,Russia,64.6863136,97.7453061,2020-01-22,0,0,0,Russia
14792,Mali,16.3700359,-2.2900239,2020-01-22,0,0,0,Mali
13932,Dominica,19.0974031,-70.3028026,2020-01-22,0,0,0,Dominica
9976,Papua New Guinea,-5.6816069,144.2489081,2020-01-22,0,0,0,Papua New Guinea
15394,Sierra Leone,8.6400349,-11.8400269,2020-01-22,0,0,0,Sierra Leone
15308,Burundi,-3.3634357,29.8870575,2020-01-22,0,0,0,Burundi
1290,Belarus,53.4250605,27.6971358,2020-01-22,0,0,0,Belarus
7224,Kuwait,29.2733964,47.4979476,2020-01-22,0,0,0,Kuwait
3096,Costa Rica,10.2735633,-84.0739102,2020-01-22,0,0,0,Costa Rica
9202,New Zealand,-41.5000831,172.8344077,2020-01-22,0,0,0,New Zealand
9718,Oman,21.0000287,57.0036901,2020-01-22,0,0,0,Oman
13244,United Kingdom,54.7023545,-3.2765753,2020-01-22,0,0,0,United Kingdom
12556,Thailand,14.8971921,100.83273,2020-01-22,2,0,0,Thailand
6708,Jamaica,18.1152958,-77.1598454610168,2020-01-22,0,0,0,Jamaica
345,Angola,-11.8775768,17.5691241,2020-01-23,0,0,0,Angola
11267,Serbia,44.024322850000004,21.07657433209902,2020-01-23,0,0,0,Serbia
9375,Niger,17.7356214,9.3238432,2020-01-23,0,0,0,Niger
8515,Moldova,47.2879608,28.5670941,2020-01-23,0,0,0,Moldova
5505,Guinea,10.7226226,-10.7083587,2020-01-23,0,0,0,Guinea
8429,Mexico,19.4326296,-99.1331785,2020-01-23,0,0,0,Mexico
1205,Barbados,13.1500331,-59.5250305,2020-01-23,0,0,0,Barbados
4301,Eritrea,15.9500319,37.9999668,2020-01-23,0,0,0,Eritrea
15567,South Sudan,7.8699431,29.6667897,2020-01-23,0,0,0,South Sudan
5591,Guyana,4.8417097,-58.6416891,2020-01-23,0,0,0,Guyana
603,Armenia,40.7696272,44.6736646,2020-01-23,0,0,0,Armenia
3355,Diamond Princess,53.8953584,27.5554078,2020-01-23,0,0,0,Diamond Princess
10235,Philippines,12.7503486,122.7312101,2020-01-23,0,0,0,Philippines
6881,Jordan,31.1667049,36.941628,2020-01-23,0,0,0,Jordan
5161,Germany,51.0834196,10.4234469,2020-01-23,0,0,0,Germany
1549,Bhutan,27.549511,90.5119273,2020-01-23,0,0,0,Bhutan
7569,Liberia,5.7499721,-9.3658524,2020-01-23,0,0,0,Liberia
15309,Burundi,-3.3634357,29.8870575,2020-01-23,0,0,0,Burundi
10665,Russia,64.6863136,97.7453061,2020-01-23,0,0,0,Russia
6709,Jamaica,18.1152958,-77.1598454610168,2020-01-23,0,0,0,Jamaica
4559,Ethiopia,10.2116702,38.6521203,2020-01-23,0,0,0,Ethiopia
11095,Saudi Arabia,25.6242618,42.3528328,2020-01-23,0,0,0,Saudi Arabia
14707,Guinea-Bissau,12.100035,-14.9000214,2020-01-23,0,0,0,Guinea-Bissau
11525,Slovakia,48.7411522,19.4528646,2020-01-23,0,0,0,Slovakia
2753,China,35.000074,104.999927,2020-01-23,643,18,30,China
14363,Belize,16.8259793,-88.7600927,2020-01-23,0,0,0,Belize
14879,Saint Kitts and Nevis,17.250512,-62.6725973,2020-01-23,0,0,0,Saint Kitts and Nevis
13503,Uzbekistan,41.32373,63.9528098,2020-01-23,0,0,0,Uzbekistan
13159,United Arab Emirates,24.0002488,53.9994829,2020-01-23,0,0,0,United Arab Emirates
2409,Canada,61.0666922,-107.9917071,2020-01-23,0,0,0,Canada
12643,Togo,8.7800265,1.0199765,2020-01-23,0,0,0,Togo
9031,Nepal,28.1083929,84.0917139,2020-01-23,0,0,0,Nepal
8601,Monaco,43.7323492,7.4276832,2020-01-23,0,0,0,Monaco
6365,Iraq,33.0955793,44.1749775,2020-01-23,0,0,0,Iraq
2925,Congo (Brazzaville),-0.7264327,15.6419155,2020-01-23,0,0,0,Congo (Brazzaville)
5333,Greece,38.9953683,21.9877132,2020-01-23,0,0,0,Greece
12213,Sweden,59.6749712,14.5208584,2020-01-23,0,0,0,Sweden
6623,Italy,42.6384261,12.674297,2020-01-23,0,0,0,Italy
15481,Malawi,-13.2687204,33.9301963,2020-01-23,0,0,0,Malawi
2667,Chile,-31.7613365,-71.3187697,2020-01-23,0,0,0,Chile
15223,Botswana,-23.1681782,24.5928742,2020-01-23,0,0,0,Botswana
431,Antigua and Barbuda,17.2234721,-61.9554608,2020-01-23,0,0,0,Antigua and Barbuda
10751,Rwanda,-1.9646631,30.0644358,2020-01-23,0,0,0,Rwanda
1377,Belgium,50.6402809,4.6667145,2020-01-23,0,0,0,Belgium
15395,Sierra Leone,8.6400349,-11.8400269,2020-01-23,0,0,0,Sierra Leone
3527,Cyprus,34.9823018,33.1451285,2020-01-23,0,0,0,Cyprus
13245,United Kingdom,54.7023545,-3.2765753,2020-01-23,0,0,0,United Kingdom
5075,Georgia,32.3293809,-83.1137366,2020-01-23,0,0,0,Georgia
7225,Kuwait,29.2733964,47.4979476,2020-01-23,0,0,0,Kuwait
13331,Uruguay,-32.8755548,-56.0201525,2020-01-23,0,0,0,Uruguay
1291,Belarus,53.4250605,27.6971358,2020-01-23,0,0,0,Belarus
6537,Israel,31.5313113,34.8667654,2020-01-23,0,0,0,Israel
14535,Libya,26.8234472,18.1236723,2020-01-23,0,0,0,Libya
2581,Chad,15.6134137,19.0156172,2020-01-23,0,0,0,Chad
9203,New Zealand,-41.5000831,172.8344077,2020-01-23,0,0,0,New Zealand
12385,Taiwan*,23.9739374,120.9820179,2020-01-23,1,0,0,Taiwan*
6795,Japan,36.5748441,139.2394179,2020-01-23,2,0,0,Japan
14793,Mali,16.3700359,-2.2900239,2020-01-23,0,0,0,Mali
4473,Eswatini,-26.5624806,31.3991317,2020-01-23,0,0,0,Eswatini
4645,Fiji,-18.1239696,179.0122737,2020-01-23,0,0,0,Fiji
7397,Latvia,56.8406494,24.7537645,2020-01-23,0,0,0,Latvia
11353,Seychelles,-4.6574977,55.4540146,2020-01-23,0,0,0,Seychelles
8343,Mauritius,-20.2759451,57.5703566,2020-01-23,0,0,0,Mauritius
10493,Qatar,25.3336984,51.2295295,2020-01-23,0,0,0,Qatar
10407,Portugal,40.0332629,-7.8896263,2020-01-23,0,0,0,Portugal
9289,Nicaragua,12.6090157,-85.2936911,2020-01-23,0,0,0,Nicaragua
517,Argentina,-34.9964963,-64.9672817,2020-01-23,0,0,0,Argentina
5419,Guatemala,15.6356088,-89.8988087,2020-01-23,0,0,0,Guatemala
7311,Kyrgyzstan,41.5089324,74.724091,2020-01-23,0,0,0,Kyrgyzstan
10321,Poland,52.215933,19.134422,2020-01-23,0,0,0,Poland
9117,Netherlands,52.5001698,5.7480821,2020-01-23,0,0,0,Netherlands
1119,Bangladesh,24.4768783,90.2932426,2020-01-23,0,0,0,Bangladesh
1033,Bahrain,26.1551249,50.5344606,2020-01-23,0,0,0,Bahrain
1463,Benin,9.5293472,2.2584408,2020-01-23,0,0,0,Benin
12987,Uganda,1.5333554,32.2166578,2020-01-23,0,0,0,Uganda
13417,US,39.7837304,-100.4458825,2020-01-23,1,0,0,US
12557,Thailand,14.8971921,100.83273,2020-01-23,3,0,0,Thailand
6451,Ireland,52.865196,-7.9794599,2020-01-23,0,0,0,Ireland
12471,Tanzania,-6.5247123,35.7878438,2020-01-23,0,0,0,Tanzania
14449,Laos,20.0171109,103.378253,2020-01-23,0,0,0,Laos
10579,Romania,45.9852129,24.6859225,2020-01-23,0,0,0,Romania
3613,Czechia,49.8167003,15.4749544,2020-01-23,0,0,0,Czechia
7483,Lebanon,33.8750629,35.843409,2020-01-23,0,0,0,Lebanon
689,Australia,-24.7761086,134.755,2020-01-23,0,0,0,Australia
5247,Ghana,8.0300284,-1.0800271,2020-01-23,0,0,0,Ghana
11181,Senegal,14.4750607,-14.4529612,2020-01-23,0,0,0,Senegal
2495,Central African Republic,7.0323598,19.9981227,2020-01-23,0,0,0,Central African Republic
13073,Ukraine,49.4871968,31.2718321,2020-01-23,0,0,0,Ukraine
12299,Switzerland,46.7985624,8.2319736,2020-01-23,0,0,0,Switzerland
11439,Singapore,1.357107,103.8194992,2020-01-23,1,0,0,Singapore
3441,Cuba,23.0131338,-80.8328748,2020-01-23,0,0,0,Cuba
2839,Colombia,2.8894434,-73.783892,2020-01-23,0,0,0,Colombia
4387,Estonia,58.7523778,25.3319078,2020-01-23,0,0,0,Estonia
14621,West Bank and Gaza,31.4331663,34.3779285,2020-01-23,0,0,0,West Bank and Gaza
3269,Croatia,45.5643442,17.0118954,2020-01-23,0,0,0,Croatia
8945,Namibia,-23.2335499,17.3231107,2020-01-23,0,0,0,Namibia
8257,Mauritania,20.2540382,-9.2399263,2020-01-23,0,0,0,Mauritania
9461,Nigeria,9.6000359,7.9999721,2020-01-23,0,0,0,Nigeria
8171,Malta,35.8885993,14.4476911,2020-01-23,0,0,0,Malta
5763,Holy See,38.9247244,-77.06572732690151,2020-01-23,0,0,0,Holy See
7655,Liechtenstein,47.1416307,9.5531527,2020-01-23,0,0,0,Liechtenstein
8085,Maldives,4.7064352,73.3287853,2020-01-23,0,0,0,Maldives
14105,Mozambique,-19.302233,34.9144977,2020-01-23,0,0,0,Mozambique
12901,Turkey,38.9597594,34.9249653,2020-01-23,0,0,0,Turkey
15739,Sao Tome and Principe,0.8875498,6.9648718,2020-01-23,0,0,0,Sao Tome and Principe
87,Albania,41.000028,19.9999619,2020-01-23,0,0,0,Albania
9547,North Macedonia,41.6171214,21.7168387,2020-01-23,0,0,0,North Macedonia
5677,Haiti,19.1399952,-72.3570972,2020-01-23,0,0,0,Haiti
10149,Peru,-6.8699697,-75.0458515,2020-01-23,0,0,0,Peru
9805,Pakistan,30.3308401,71.247499,2020-01-23,0,0,0,Pakistan
15825,Yemen,16.3471243,47.8915271,2020-01-23,0,0,0,Yemen
11009,San Marino,43.9458623,12.458306,2020-01-23,0,0,0,San Marino
2065,Burkina Faso,12.0753083,-1.6880314,2020-01-23,0,0,0,Burkina Faso
11611,Slovenia,45.8133113,14.4808369,2020-01-23,0,0,0,Slovenia
4215,Equatorial Guinea,1.613172,10.5170357,2020-01-23,0,0,0,Equatorial Guinea
5849,Honduras,15.2572432,-86.0755145,2020-01-23,0,0,0,Honduras
8859,Morocco,31.1728205,-7.3362482,2020-01-23,0,0,0,Morocco
3785,Djibouti,11.8145966,42.8453061,2020-01-23,0,0,0,Djibouti
1893,Brunei,4.4137155,114.5653908,2020-01-23,0,0,0,Brunei
13847,Zimbabwe,-18.4554963,29.7468414,2020-01-23,0,0,0,Zimbabwe
775,Austria,47.2000338,13.199959,2020-01-23,0,0,0,Austria
1635,Bolivia,-17.0568696,-64.9912286,2020-01-23,0,0,0,Bolivia
8687,Mongolia,46.8250388,103.8499736,2020-01-23,0,0,0,Mongolia
9719,Oman,21.0000287,57.0036901,2020-01-23,0,0,0,Oman
1807,Brazil,-10.3333333,-53.2,2020-01-23,0,0,0,Brazil
4903,Gabon,-0.8999695,11.6899699,2020-01-23,0,0,0,Gabon
14191,Syria,34.6401861,39.0494106,2020-01-23,0,0,0,Syria
11955,Sri Lanka,7.5554942,80.7137847,2020-01-23,0,0,0,Sri Lanka
3011,Congo (Kinshasa),-2.9814344,23.8222636,2020-01-23,0,0,0,Congo (Kinshasa)
3871,Dominican Republic,19.0974031,-70.3028026,2020-01-23,0,0,0,Dominican Republic
3183,Cote d'Ivoire,7.9897371,-5.5679458,2020-01-23,0,0,0,Cote d'Ivoire
13675,Vietnam,13.2904027,108.4265113,2020-01-23,2,0,0,Vietnam
15137,MS Zaandam,52.4387696,4.8185293,2020-01-23,0,0,0,MS Zaandam
6967,Kazakhstan,47.2286086,65.2093197,2020-01-23,0,0,0,Kazakhstan
3097,Costa Rica,10.2735633,-84.0739102,2020-01-23,0,0,0,Costa Rica
6193,Indonesia,-2.4833826,117.8902853,2020-01-23,0,0,0,Indonesia
6107,India,22.3511148,78.6677428,2020-01-23,0,0,0,India
10923,Saint Vincent and the Grenadines,12.90447,-61.2765569,2020-01-23,0,0,0,Saint Vincent and the Grenadines
9977,Papua New Guinea,-5.6816069,144.2489081,2020-01-23,0,0,0,Papua New Guinea
2237,Cambodia,13.5066394,104.869423,2020-01-23,0,0,0,Cambodia
5935,Hungary,47.1817585,19.5060937,2020-01-23,0,0,0,Hungary
173,Algeria,28.0000272,2.9999825,2020-01-23,0,0,0,Algeria
947,Bahamas,24.7736546,-78.0000547,2020-01-23,0,0,0,Bahamas
1721,Bosnia and Herzegovina,44.3053476,17.5961467,2020-01-23,0,0,0,Bosnia and Herzegovina
1979,Bulgaria,42.6073975,25.4856617,2020-01-23,0,0,0,Bulgaria
10063,Paraguay,-23.3165935,-58.1693445,2020-01-23,0,0,0,Paraguay
12729,Trinidad and Tobago,10.8677845,-60.9821067,2020-01-23,0,0,0,Trinidad and Tobago
7827,Luxembourg,49.8158683,6.1296751,2020-01-23,0,0,0,Luxembourg
7053,Kenya,1.4419683,38.4313975,2020-01-23,0,0,0,Kenya
3957,Ecuador,-1.3397668,-79.3666965,2020-01-23,0,0,0,Ecuador
6279,Iran,32.6475314,54.5643516,2020-01-23,0,0,0,Iran
861,Azerbaijan,40.3936294,47.7872508,2020-01-23,0,0,0,Azerbaijan
14019,Grenada,12.1360374,-61.6904045,2020-01-23,0,0,0,Grenada
13589,Venezuela,8.0018709,-66.1109318,2020-01-23,0,0,0,Venezuela
2323,Cameroon,4.6125522,13.1535811,2020-01-23,0,0,0,Cameroon
2151,Cabo Verde,16.0000552,-24.0083947,2020-01-23,0,0,0,Cabo Verde
4989,Gambia,13.470062,-15.4900464,2020-01-23,0,0,0,Gambia
10837,Saint Lucia,13.8250489,-60.975036,2020-01-23,0,0,0,Saint Lucia
11869,Spain,39.3262345,-4.8380649,2020-01-23,0,0,0,Spain
3699,Denmark,55.670249,10.3333283,2020-01-23,0,0,0,Denmark
4129,El Salvador,13.8000382,-88.9140683,2020-01-23,0,0,0,El Salvador
12127,Suriname,4.1413025,-56.0771187,2020-01-23,0,0,0,Suriname
12815,Tunisia,33.8439408,9.400138,2020-01-23,0,0,0,Tunisia
